frame_timestamp_original,frame_timestamp_new,residual,time_hardwaremanager,time_carla,brake,steer,throttle,ego_vx,ego_vy,ego_vz,ego_x,ego_y,ego_z,ego_yaw,ego_pitch,ego_roll,time_carla_s
1724764600.4087317,0.0,0.0,1724764600412730800,1724764600412730800,-1.0,0.0,1.0,-1.429533426744456e-06,1.1335124327160884e-05,-0.004013263154774904,51.57194137573242,330.84967041015625,0.30574867129325867,2.426523315079976e-05,-0.13159041106700897,-0.1610412448644638,1724764600.412731
1724764600.468785,0.05,-0.010053348541259763,1724764600464794900,1724764600465794600,-1.0,0.0,1.0,-8.680834071128629e-06,1.9842293113470078e-05,-0.0029310144018381834,51.57194137573242,330.84967041015625,0.3055630624294281,2.3640404833713546e-05,-0.13226661086082458,-0.16070556640625,1724764600.4657946
1724764600.5266566,0.1,-0.017924928665161127,1724764600529679600,1724764600529679600,-1.0,0.0,1.0,-1.1235554666200187e-05,-8.125577551254537e-06,-0.0019525452516973019,51.57194137573242,330.84967041015625,0.3054352104663849,2.3326634618570097e-05,-0.13305890560150146,-0.1604309231042862,1724764600.5296798
1724764600.5796883,0.15000000000000002,-0.02095661163330076,1724764600582683200,1724764600582683200,-1.0,0.0,1.0,-1.16535966299125e-05,-8.979842277767602e-06,-0.001020698226056993,51.57194137573242,330.84967041015625,0.30539074540138245,2.2929465558263473e-05,-0.13370095193386078,-0.1602477878332138,1724764600.5826833
1724764600.6297855,0.2,-0.021053838729858387,1724764600625153900,1724764600625153900,-1.0,0.0,1.0,-9.097756446863059e-06,-7.0669780143362004e-06,-0.0009338592062704265,51.57194137573242,330.84967041015625,0.30534476041793823,2.2598551367991604e-05,-0.13428151607513428,-0.16009521484375,1724764600.625154
1724764600.6807826,0.25,-0.022050857543945312,1724764600679786000,1724764600677659700,-1.0,0.0,1.0,-6.699706773360958e-06,-4.987549800716806e-06,-0.0006893086829222739,51.57194137573242,330.84967041015625,0.3053160309791565,2.2369866201188415e-05,-0.13473230600357056,-0.1599731147289276,1724764600.6776597
1724764600.7217915,0.30000000000000004,-0.013059806823730424,1724764600721791600,1724764600719793900,-1.0,0.0,1.0,-4.8403653636341915e-06,-2.99633938993793e-06,-0.0003295757924206555,51.57194137573242,330.84967041015625,0.3053010106086731,2.2216374418349005e-05,-0.13504649698734283,-0.1599120944738388,1724764600.719794
1724764600.7719686,0.35000000000000003,-0.013236904144287076,1724764600774959400,1724764600772966400,-1.0,0.0,1.0,-2.863254451312969e-07,-1.6669775959599065e-07,1.288289058720693e-05,51.57194137573242,330.84967041015625,0.3052825927734375,2.2159862055559643e-05,-0.13513527810573578,-0.1598815619945526,1724764600.7729666
1724764600.8201804,0.4,-0.011448717117309548,1724764600829762300,1724764600825169200,-1.0,0.0,1.0,-8.050039355111949e-07,4.396062891487418e-08,0.00021380488760769367,51.57194137573242,330.84967041015625,0.3053010404109955,2.2159862055559643e-05,-0.13513527810573578,-0.1598815619945526,1724764600.8251693
1724764600.8716896,0.45,-0.01295785903930663,1724764600872686800,1724764600867167500,-1.0,0.0,1.0,-5.46291403225041e-07,-3.0536975259565224e-07,0.00010331261728424579,51.57194137573242,330.84967041015625,0.3053038716316223,2.2159862055559643e-05,-0.13513527810573578,-0.1598815619945526,1724764600.8671677
